2025-06-06T05:54:16.112Z|6a0ec09ca250b9c8|127.0.0.1|anonymous|GET|/api/v1/system/featuresConfig|200|301|-|108.826|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:16.778Z|660f1e0fe10b28d9|127.0.0.1|anonymous|GET|/api/v1/xray/webapp/js/manifest.umd.js?v=|404|9|-|738.071|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:16.780Z|4014e2ff9de790d9|127.0.0.1|anonymous|GET|/api/v1/distribution/webapp/js/manifest.umd.js?v=|404|9|-|747.394|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:16.795Z|79193d704489f721|127.0.0.1|anonymous|GET|/api/v1/pipe/webapp/js/manifest.umd.js?v=|404|9|-|769.781|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:16.797Z|5c0cf752812b724e|127.0.0.1|anonymous|GET|/api/v1/catalog/webapp/js/manifest.umd.js?v=|404|9|-|757.356|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:18.388Z|396599904539031a|127.0.0.1|anonymous|GET|/api/v1/insight/webapp/js/manifest.umd.js?v=|404|9|-|1575.857|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:18.436Z|40f64682c5e1ca08|127.0.0.1|anonymous|GET|/api/v1/mc/webapp/js/manifest.umd.js?v=|404|9|-|1112.681|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:19.256Z|549844ed48a63e6c|127.0.0.1|anonymous|GET|/api/v1/runtime/webapp/js/manifest.umd.js?v=|404|9|-|782.110|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:19.898Z|128a85520043d6e0|127.0.0.1|anonymous|GET|/api/v1/worker/webapp/js/manifest.umd.js?v=|404|9|-|1017.302|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:19.940Z|50c4699a7cd7d7f1|127.0.0.1|anonymous|GET|/api/v1/xsc/webapp/js/manifest.umd.js?v=|404|9|-|634.065|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.147Z|7608fed87e6d69c2|127.0.0.1|anonymous|GET|/api/v1/application/webapp/js/manifest.umd.js?v=|404|9|-|200.801|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.448Z|4bbf36f0395a742c|127.0.0.1|anonymous|GET|/api/v1/unifiedpolicy/webapp/js/manifest.umd.js?v=|404|9|-|240.713|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.549Z|605ffd7a6f61092c|127.0.0.1|anonymous|GET|/api/v1/xray/webapp/js/app.umd.js?v=|404|9|-|57.859|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.632Z|70b5b1cadf4d3b62|127.0.0.1|anonymous|GET|/api/v1/distribution/webapp/js/app.umd.js?v=|404|9|-|58.759|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.830Z|54d0263b83d6a256|127.0.0.1|anonymous|GET|/api/v1/pipe/webapp/js/app.umd.js?v=|404|9|-|138.545|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.856Z|2e216222fff1563d|127.0.0.1|anonymous|GET|/api/v1/event/webapp/js/manifest.umd.js?v=7.169.2|200|-|-|810.973|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:20.907Z|5d60bd3ebbad2fd7|127.0.0.1|anonymous|GET|/api/v1/catalog/webapp/js/app.umd.js?v=|404|9|-|190.629|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.358Z|0e72c3b76353ef13|127.0.0.1|anonymous|GET|/api/v1/insight/webapp/js/app.umd.js?v=|404|9|-|400.865|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.380Z|1c7e38d5d2ca27f9|127.0.0.1|anonymous|GET|/api/v1/runtime/webapp/js/app.umd.js?v=|404|9|-|62.873|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.398Z|533152604b535aba|127.0.0.1|anonymous|GET|/api/v1/mc/webapp/js/app.umd.js?v=|404|9|-|81.203|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.685Z|4124930afbcff68f|127.0.0.1|anonymous|GET|/api/v1/xsc/webapp/js/app.umd.js?v=|404|9|-|170.362|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.687Z|404ba37354387d1b|127.0.0.1|anonymous|GET|/api/v1/application/webapp/js/app.umd.js?v=|404|9|-|159.133|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
2025-06-06T05:54:21.721Z|4f5120135aee8c1b|127.0.0.1|anonymous|GET|/api/v1/worker/webapp/js/app.umd.js?v=|404|9|-|190.383|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36
